VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
10754,PERFECTA WINES,27322,W Selyum Pnt Nr RRV,55.4,81.99,750.0,72,3988.8,11.0,901.89,573.9299850463867,1.219999998807907,28720.52,-3086.9100000000003,-342.2712304161262,0.1527777777777778,0.22610559566787003
9819,TREASURY WINE ESTATES,31204,Beringer Fndrs Est Svgn Bl,6.07,8.99,750.0,657,3987.9900000000016,109.0,1089.9100000000008,820.1799812316895,12.039999946951866,14836.570000000005,-2898.080000000001,-265.9008541989704,0.1659056316590563,0.27329807747762663
8892,TRINCHERO FAMILY ESTATES,29129,Sutter Home Wh Merlot Cal,6.45,9.99,1500.0,618,3986.099999999994,142.0,1418.5800000000008,889.1099796295166,31.64999982714653,11595.970000000003,-2567.519999999993,-180.9922598654987,0.2297734627831715,0.3558816888688199
90024,VINILANDIA USA,26288,Spy Valley Rose,10.8,18.99,750.0,369,3985.2000000000003,21.0,392.7900000000001,262.8599967956543,2.3199999928474426,2802.6400000000003,-3592.4100000000003,-914.5879477583441,0.056910569105691054,0.09856218006624512
7153,PINE STATE TRADING CO,24416,Hidlago Morenita Crm Sherry,8.44,12.99,750.0,472,3983.6799999999976,122.0,1584.7800000000009,1298.9999771118164,13.479999959468842,15884.819999999998,-2398.899999999997,-151.37116823786238,0.2584745762711864,0.3978180978391843
10754,PERFECTA WINES,27506,The Conductor Red,16.55,24.99,750.0,240,3972.0,6.0,149.94,99.95999908447266,0.6599999964237213,28720.52,-3822.06,-2549.05962384954,0.025,0.03774924471299094
4425,MARTIGNETTI COMPANIES,27409,Hourglass HG III Red,33.1,47.99,750.0,120,3971.999999999999,9.0,431.91,431.9100151062012,0.989999994635582,144929.24,-3540.0899999999992,-819.6360352851286,0.075,0.10873867069486408
4425,MARTIGNETTI COMPANIES,41003,Yaegaki Nigori Sake,14.28,21.99,720.0,278,3969.8400000000015,63.0,1385.3700000000003,1165.4699878692627,6.899999961256981,144929.24,-2584.470000000001,-186.55449446718208,0.22661870503597123,0.34897376216673714
4425,MARTIGNETTI COMPANIES,26378,Orin Swift Fragile Rose VDP,12.24,17.99,750.0,324,3965.7599999999998,5.0,89.94999999999999,89.94999885559082,0.5499999970197678,144929.24,-3875.81,-4308.849360755976,0.015432098765432098,0.022681654966513354
90024,VINILANDIA USA,23825,Tortiose Crk La Charmel Mus1,6.66,11.99,750.0,595,3962.7000000000025,90.0,1209.1000000000006,673.4999885559082,9.990000009536743,2802.6400000000003,-2753.600000000002,-227.73964105533048,0.15126050420168066,0.30512024629671686
9552,M S WALKER INC,12681,The Crusher Pnt Nr,8.1,11.99,750.0,488,3952.7999999999975,99.0,1377.0100000000007,945.3199844360352,10.97999994456768,55551.819999999985,-2575.789999999997,-187.05673887626057,0.2028688524590164,0.34836318558996193
9165,ULTRA BEVERAGE COMPANY LLP,34580,Luce Della Vite Lucente Tosc,18.82,28.99,750.0,210,3952.2000000000007,48.0,1391.5200000000002,782.7299938201904,5.31999996304512,68054.70000000003,-2560.6800000000003,-184.02035184546395,0.22857142857142856,0.35208744496735994
6785,PALM BAY INTERNATIONAL INC,22883,Citra Trebbiano D'Abruzzo,7.48,12.99,1500.0,528,3949.440000000004,81.0,890.1900000000005,626.4299869537354,18.049999862909317,13605.409999999998,-3059.2500000000036,-343.662588885519,0.1534090909090909,0.22539651191054924
9552,M S WALKER INC,26816,Louis Latour 12 Beaune Vigne,46.97,69.99,750.0,84,3945.4799999999996,4.0,279.96,279.9599914550781,0.4399999976158142,55551.819999999985,-3665.5199999999995,-1309.3013287612516,0.047619047619047616,0.07095714589859789
7153,PINE STATE TRADING CO,15359,Dry Creek Mariner Meritage,23.48,34.99,750.0,168,3944.6399999999994,52.0,1819.4800000000002,1364.610065460205,5.73999996483326,15884.819999999998,-2125.159999999999,-116.80040451117894,0.30952380952380953,0.4612537519266652
7153,PINE STATE TRADING CO,26197,American Thread Pnt Nr,9.39,13.99,750.0,420,3943.7999999999993,111.0,1552.8900000000006,923.3399848937988,12.32999999821186,15884.819999999998,-2390.909999999999,-153.96518748913303,0.2642857142857143,0.3937547542978855
516,BANFI PRODUCTS CORP,18734,Little Black Dress Divalicio,6.03,8.99,750.0,652,3931.5600000000018,134.0,1324.6600000000008,914.0699787139893,14.829999968409538,8510.410000000002,-2606.900000000001,-196.7976688357767,0.20552147239263804,0.3369298700770178
10754,PERFECTA WINES,24361,JJ Prum Graacher Him Rsl Aus,30.71,46.99,750.0,128,3930.88,2.0,93.98,93.9800033569336,0.2199999988079071,28720.52,-3836.9,-4082.6771653543306,0.015625,0.02390813253012048
2000,SOUTHERN WINE & SPIRITS NE,20024,Inglenook Rubicon 09,115.53,175.99,750.0,34,3928.020000000001,14.0,2403.8599999999997,1377.9200439453125,1.5499999970197678,19016.59,-1524.1600000000012,-63.404690788981114,0.4117647058823529,0.6119775357559277
4425,MARTIGNETTI COMPANIES,26348,Walt Pnt Nr Shea Vineyard,47.29,69.99,750.0,83,3925.069999999999,4.0,279.96,209.9699935913086,0.4399999976158142,144929.24,-3645.1099999999988,-1302.0110015716527,0.04819277108433735,0.07132611647690361
4425,MARTIGNETTI COMPANIES,23669,Clos Cant St Emilion Grand C,46.66,69.99,750.0,84,3919.44,24.0,1679.76,1399.7999572753906,2.6399999856948853,144929.24,-2239.6800000000003,-133.33333333333334,0.2857142857142857,0.42857142857142855
3960,DIAGEO NORTH AMERICA INC,6270,Shady Fruit Valencia Orange,0.77,0.99,50.0,5088,3917.7600000000025,128.0,126.71999999999991,66.33000063896179,6.6099999360740185,257032.07000000007,-3791.0400000000027,-2991.6666666666706,0.025157232704402517,0.03234501347708891
4425,MARTIGNETTI COMPANIES,25863,Locations OR Red,15.48,23.99,750.0,253,3916.44,27.0,647.7300000000001,479.7999954223633,2.979999989271164,144929.24,-3268.71,-504.6408225649575,0.1067193675889328,0.1653874436988694
9165,ULTRA BEVERAGE COMPANY LLP,12924,Cartlidge & Browne Pnt Nr,8.66,12.99,750.0,452,3914.3200000000015,81.0,1016.1900000000005,647.4899883270264,9.000000014901161,68054.70000000003,-2898.130000000001,-285.195681909879,0.17920353982300885,0.2596083100002044
10754,PERFECTA WINES,26025,Ch Cru Godard Cd Brdx Rouge,10.66,15.99,750.0,367,3912.220000000001,83.0,1237.1700000000005,919.3799858093262,9.14999994635582,28720.52,-2675.0500000000006,-216.223316116621,0.22615803814713897,0.316232215979674
10754,PERFECTA WINES,19293,Robert Sinskey Pnt Nr,17.92,28.99,750.0,218,3906.5599999999995,17.0,492.83000000000004,289.89999771118164,1.9000000059604645,28720.52,-3413.7299999999996,-692.6790171052896,0.0779816513761468,0.12615446838138927
4425,MARTIGNETTI COMPANIES,44716,Drouhin Chorey Les Beaune,16.66,24.99,750.0,234,3898.4400000000005,59.0,1474.4100000000003,824.6699924468994,6.549999967217445,144929.24,-2424.03,-164.40677966101694,0.25213675213675213,0.37820512820512825
4425,MARTIGNETTI COMPANIES,275,The Bitter Truth Aromatic,15.38,19.99,200.0,253,3891.1399999999994,57.0,1139.4300000000003,1059.4699878692627,11.969999641180038,144929.24,-2751.709999999999,-241.4988195852311,0.22529644268774704,0.2928267808405764
9552,M S WALKER INC,27146,Codice Sierra Cantabria Red,6.57,9.99,750.0,592,3889.440000000002,101.0,1044.9900000000007,721.2999839782715,11.199999943375587,55551.819999999985,-2844.450000000001,-272.1987770217896,0.17060810810810811,0.2686736393928175
4425,MARTIGNETTI COMPANIES,15064,Sokol Blosser Pnt Gris,12.92,18.99,750.0,301,3888.919999999999,67.0,1071.3300000000004,751.5299892425537,7.409999951720238,144929.24,-2817.589999999999,-262.99926259882557,0.22259136212624583,0.2754826532816311
10754,PERFECTA WINES,4148,Fattoria de Limone,12.3,22.99,750.0,316,3886.7999999999993,35.0,594.6500000000001,356.78999519348145,27.590000450611115,28720.52,-3292.149999999999,-553.6281846464304,0.11075949367088607,0.15299217865596382
3924,HEAVEN HILL DISTILLERIES,8409,Christian Bros Cream Sherry,5.38,8.29,1500.0,722,3884.3600000000088,154.0,1276.6599999999983,936.7699956893921,34.2799996137619,14069.869999999995,-2607.7000000000107,-204.2595522692036,0.21329639889196675,0.3286667559134569
9552,M S WALKER INC,16868,Don & Sons Pnt Nr Sonoma Cst,11.84,17.99,750.0,328,3883.519999999999,82.0,1475.1800000000005,1079.3999862670898,9.059999942779541,55551.819999999985,-2408.3399999999983,-163.25736520289033,0.25,0.37985641891891914
9165,ULTRA BEVERAGE COMPANY LLP,22809,Opici Toscano Twist Neck 12,7.84,13.99,750.0,494,3872.9599999999978,365.0,4376.349999999987,2230.1399574279785,40.66999997198582,68054.70000000003,503.38999999998896,11.502507797593669,0.7388663967611336,1.1299755225977002
7153,PINE STATE TRADING CO,16541,Atamisque Assemblage,22.75,32.99,750.0,170,3867.5,48.0,1583.5200000000002,1088.6700553894043,5.309999972581863,15884.819999999998,-2283.9799999999996,-144.23436394867127,0.2823529411764706,0.4094427925016161
1128,BROWN-FORMAN CORP,1722,Jack Daniels Sinatra Century,351.55,449.99,1000.0,11,3867.05,12.0,5399.879999999999,4499.89990234375,12.59999942779541,68601.68000000001,1532.829999999999,28.386371548997367,1.0909090909090908,1.3963822552074576
1587,VINEYARD BRANDS INC,34674,Warre's Altano Douro Portuga,5.84,8.99,750.0,661,3860.2399999999975,145.0,1303.5500000000009,890.0099773406982,16.03999988734722,6070.089999999999,-2556.689999999997,-196.13286793755478,0.21936459909228442,0.3376862578492533
90047,CRUSH WINES,16310,Mollydooker Scooter Merlot,17.23,25.99,750.0,224,3859.5199999999995,59.0,1492.4100000000003,986.6099910736084,6.529999941587448,1457.7299999999998,-2367.109999999999,-158.6098994244208,0.26339285714285715,0.38668279993367066
10754,PERFECTA WINES,27011,Bouchard Aine & Fils Mersult,36.36,55.99,750.0,106,3854.1600000000003,38.0,2127.62,895.8400268554688,4.239999994635582,28720.52,-1726.5400000000004,-81.14888936934229,0.3584905660377358,0.5520320900014529
9165,ULTRA BEVERAGE COMPANY LLP,25527,Masi Mazzano Amarone 03,101.34,149.99,750.0,38,3850.9199999999996,4.0,599.96,599.9600219726562,0.4399999976158142,68054.70000000003,-3250.9599999999996,-541.8627908527234,0.10526315789473684,0.15579653693143458
9744,FREDERICK WILDMAN & SONS,18237,M Abbona Dogliani Papa Celso,16.89,24.99,750.0,228,3850.9199999999996,27.0,674.7300000000001,549.7799949645996,2.989999994635582,3999.9299999999994,-3176.1899999999996,-470.73496065092695,0.11842105263157894,0.17521267645134156
4425,MARTIGNETTI COMPANIES,26854,Eric Kent Green Acres Chard,29.13,43.99,750.0,132,3845.16,6.0,263.94,175.9600067138672,0.6599999964237213,144929.24,-3581.22,-1356.8310979768128,0.045454545454545456,0.06864213712823394
3252,E & J GALLO WINERY,15401,Red Rock Pnt Nr,5.84,8.99,750.0,658,3842.719999999998,156.0,1558.4400000000007,919.0799789428711,17.310000032186508,61966.909999999996,-2284.279999999997,-146.574779908113,0.23708206686930092,0.4055564808260819
4425,MARTIGNETTI COMPANIES,16653,Quintessa Rutherford Red,96.02,144.99,750.0,40,3840.7999999999997,8.0,1159.92,1014.9300384521484,0.8799999952316284,144929.24,-2680.8799999999997,-231.12628457134971,0.2,0.30199958342012084
4425,MARTIGNETTI COMPANIES,25563,Elvio Cogno Barbera D'Alba B,21.56,32.99,750.0,178,3837.6800000000003,22.0,725.7800000000001,527.8400268554688,2.429999992251396,144929.24,-3111.9,-428.76629281600486,0.12359550561797752,0.1891194680119239
90017,THE IMPORTED GRAPE LLC,10870,Bouza Tannat Las Violetas,10.45,18.99,750.0,367,3835.1500000000015,49.0,930.5100000000002,531.7199935913086,5.429999977350235,80.03,-2904.6400000000012,-312.1556995626055,0.1335149863760218,0.24262675514647403
9552,M S WALKER INC,25689,Nisia 13 O V Verdejo Rueda,6.03,8.99,750.0,636,3835.08,0.0,0.0,0.0,0.0,55551.819999999985,-3835.08,-inf,0.0,0.0
10754,PERFECTA WINES,38103,Canyon Oaks Cab Svgn Cal,7.94,11.99,1500.0,483,3835.0199999999986,84.0,1007.1600000000002,251.78999519348145,18.840000212192535,28720.52,-2827.8599999999983,-280.77564637197645,0.17391304347826086,0.26262183769576186
6359,OLE SMOKY DISTILLERY LLC,1905,Ole Smoky Margrita Moonshine,12.77,16.99,750.0,300,3831.000000000001,20.0,339.8,220.86999702453613,15.750000476837158,1922.0,-3491.2000000000007,-1027.4278987639789,0.06666666666666667,0.0886974680240146
6785,PALM BAY INTERNATIONAL INC,23156,Bertani Amarone Valpolicell,58.82,99.99,750.0,65,3823.3,33.0,3299.6699999999983,1899.809959411621,3.679999977350235,13605.409999999998,-523.6300000000019,-15.86916267384321,0.5076923076923077,0.8630423979284906
9165,ULTRA BEVERAGE COMPANY LLP,25812,Ch Rombeau Elise 11,10.95,15.99,750.0,349,3821.55,113.0,1806.8700000000006,1071.329984664917,12.540000036358833,68054.70000000003,-2014.6799999999996,-111.50110411927803,0.3237822349570201,0.4728107704988815
4425,MARTIGNETTI COMPANIES,29955,Lindemans Bin 99 Pnt Nr,5.26,7.99,750.0,725,3813.4999999999955,158.0,1268.4200000000005,651.1899814605713,17.57000006735325,144929.24,-2545.079999999995,-200.64962709512574,0.21793103448275863,0.3326130850924353
8320,SHAW ROSS INT L IMP LTD,44761,Gekkeikan Sake Zipang Spklg,3.68,5.49,250.0,1036,3812.4799999999964,166.0,911.3400000000006,395.2799835205078,6.4099999740719795,3151.9200000000014,-2901.139999999996,-318.33783220312876,0.16023166023166024,0.23904125398690654
3252,E & J GALLO WINERY,26811,Canyon Rd Merlot Cal,3.19,4.79,750.0,1194,3808.8600000000047,235.0,1125.6500000000005,172.43999862670898,26.37000049650669,61966.909999999996,-2683.210000000004,-238.36983076444747,0.1968174204355109,0.2955346219078672
5992,MCCORMICK DISTILLING CO,604,McCormick Silver Rum,5.14,6.99,1000.0,741,3808.7399999999966,126.0,880.7400000000007,419.39998626708984,132.2999975681305,1567.85,-2927.999999999996,-332.44771442196264,0.1700404858299595,0.23124182800611265
10754,PERFECTA WINES,26464,Golan Heights Yarden Svgn Bl,12.33,18.99,750.0,308,3797.6400000000003,47.0,890.5300000000001,567.6999931335449,5.200000002980232,28720.52,-2907.11,-326.44717190886325,0.1525974025974026,0.23449563413067062
1392,CONSTELLATION BRANDS INC,693,Svedka Vanilla Vodka,9.35,12.99,1000.0,406,3796.099999999998,99.0,1286.0100000000004,818.3699855804443,103.94999670982361,79528.99,-2510.0899999999974,-195.1843298263619,0.2438423645320197,0.3387713706172127
9165,ULTRA BEVERAGE COMPANY LLP,2098,Snake River Stampede Whisky,16.29,29.99,750.0,233,3795.5699999999997,45.0,856.5500000000002,679.6399917602539,35.51000064611435,68054.70000000003,-2939.0199999999995,-343.1229934037708,0.19313304721030042,0.22567097958936347
9165,ULTRA BEVERAGE COMPANY LLP,25411,Artesa Rsv Chard,26.17,38.99,750.0,145,3794.65,32.0,543.6800000000001,288.8299961090088,3.560000017285347,68054.70000000003,-3250.9700000000003,-597.9565185403178,0.2206896551724138,0.14327540089336305
3924,HEAVEN HILL DISTILLERIES,3930,Deep Eddy Vodka,12.11,15.99,750.0,313,3790.4300000000003,19.0,265.81000000000006,237.8299961090088,14.990000426769257,14069.869999999995,-3524.6200000000003,-1325.992250103457,0.06070287539936102,0.07012660832675977
3960,DIAGEO NORTH AMERICA INC,3564,Ciroc Amaretto Vodka,36.08,47.99,1750.0,105,3788.4,37.0,1828.63,1477.700050354004,68.04000151157379,257032.07000000007,-1959.77,-107.17148903824175,0.3523809523809524,0.4826919015943406
10754,PERFECTA WINES,43481,Peter Paul Cab Svgn Napa,21.99,34.99,750.0,172,3782.28,46.0,1519.5400000000002,793.7600402832031,5.119999930262566,28720.52,-2262.74,-148.90953841294072,0.26744186046511625,0.4017523821610246
4425,MARTIGNETTI COMPANIES,26381,Orin Swift Mannequin Chard,19.59,28.99,750.0,193,3780.8699999999994,0.0,0.0,0.0,0.0,144929.24,-3780.8699999999994,-inf,0.0,0.0
9815,WINE GROUP INC,11749,Almaden Pnt Grigio B/B,10.8,17.99,5000.0,350,3779.9999999999977,93.0,1579.0700000000004,815.5199890136719,69.75,27100.409999999996,-2200.9299999999976,-139.38140804397506,0.26571428571428574,0.4177433862433866
7153,PINE STATE TRADING CO,43232,Fat Bastard Cab Svgn,6.57,10.99,750.0,575,3777.750000000002,162.0,1671.3800000000012,1209.8299732208252,17.8899999409914,15884.819999999998,-2106.370000000001,-126.02579904031394,0.2817391304347826,0.44242737078949124
3960,DIAGEO NORTH AMERICA INC,915,Smirnoff Citrus Vodka,10.98,14.49,1000.0,344,3777.1200000000017,60.0,869.4,72.44999885559082,63.00000190734863,257032.07000000007,-2907.7200000000016,-334.45134575569375,0.1744186046511628,0.2301753717117803
9552,M S WALKER INC,15476,Vietti Barolo Castiglione,33.11,49.99,750.0,114,3774.5400000000004,20.0,999.8,549.8900184631348,2.230000004172325,55551.819999999985,-2774.7400000000007,-277.5295059011803,0.17543859649122806,0.26487995888240684
653,STATE WINE & SPIRITS,20343,Milbrandt Traditions Cab Svg,9.58,14.99,750.0,394,3774.520000000001,54.0,843.4600000000003,687.5599899291992,5.969999983906746,8014.98,-2931.0600000000004,-347.5043274132738,0.13705583756345177,0.22346152623379928
9552,M S WALKER INC,10267,Klinker Brick Old Ghst Znfdl,24.65,39.99,750.0,153,3771.450000000001,26.0,963.7400000000001,635.8300285339355,2.8899999856948853,55551.819999999985,-2807.710000000001,-291.3347998422812,0.16993464052287582,0.25553566930490923
9552,M S WALKER INC,26046,Dievole Chianti Classico,11.64,16.99,750.0,324,3771.3599999999997,0.0,0.0,0.0,0.0,55551.819999999985,-3771.3599999999997,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26869,Olivier Chanzy Les Morgeots,71.13,105.99,750.0,53,3769.8899999999994,10.0,1059.8999999999999,847.9199829101562,1.0999999940395355,144929.24,-2709.99,-255.68355505236346,0.18867924528301888,0.2811487868346291
8004,SAZERAC CO INC,1591,Carstairs White Seal,9.92,12.99,1750.0,380,3769.5999999999995,87.0,1130.13,246.80999565124512,159.79000222682953,50293.62000000002,-2639.4699999999993,-233.55454682204692,0.22894736842105262,0.2998010398981325
10754,PERFECTA WINES,25256,Ch St Louis Vieux Galvesse L,11.1,16.99,750.0,339,3762.8999999999996,19.0,322.81000000000006,271.8399963378906,2.0899999886751175,28720.52,-3440.0899999999997,-1065.6702084817691,0.05604719764011799,0.08578755746897342
4425,MARTIGNETTI COMPANIES,25535,Ch de Reynaud Cotes du Bourg,12.25,18.99,750.0,307,3760.75,48.0,911.5200000000002,664.6499919891357,5.299999997019768,144929.24,-2849.2299999999996,-312.58008601018065,0.1563517915309446,0.24237718540184808
10754,PERFECTA WINES,27289,Ch Plaisance Alix CdBrdx 12,11.18,16.99,750.0,336,3756.48,44.0,747.5600000000003,560.6699924468994,4.869999974966049,28720.52,-3008.9199999999996,-402.4987960832573,0.13095238095238096,0.19900545191242874
1392,CONSTELLATION BRANDS INC,15748,Rioja Vega Tempranillo Garna,5.44,8.99,750.0,690,3753.6000000000045,24.0,223.76000000000008,169.81999588012695,2.6599999964237213,79528.99,-3529.8400000000042,-1577.5116195924218,0.034782608695652174,0.059612105711849904
10754,PERFECTA WINES,10163,Andre Bjls Vlgs La Treille,9.2,13.99,750.0,408,3753.5999999999995,126.0,1636.740000000001,1337.969976425171,13.89999994635582,28720.52,-2116.8599999999988,-129.33391986509756,0.3088235294117647,0.4360453964194376
10754,PERFECTA WINES,16657,Dom Bousquet Chardonnay,7.23,10.99,750.0,519,3752.3700000000035,80.0,881.2000000000003,408.62999153137207,8.909999996423721,28720.52,-2871.1700000000033,-325.82501134816187,0.15414258188824662,0.2348382488933659
4848,LAIRD & CO,4994,Laird's Jersey Lightning,15.62,19.99,750.0,240,3748.8000000000006,13.0,259.87000000000006,239.87999725341797,10.26000028848648,1043.69,-3488.9300000000007,-1342.5674375649362,0.05416666666666667,0.06932084933845498
9552,M S WALKER INC,32679,Pepperwood Grove Merlot Cal,5.44,7.99,750.0,689,3748.1600000000044,132.0,992.6800000000009,639.1399803161621,14.659999966621399,55551.819999999985,-2755.4800000000037,-277.5798847564171,0.19158200290275762,0.26484461709211976
3960,DIAGEO NORTH AMERICA INC,202,Ketel One Citroen Vodka,22.3,28.99,1000.0,168,3746.4000000000005,26.0,753.7400000000001,637.7799949645996,27.299998998641968,257032.07000000007,-2992.6600000000003,-397.0414201183432,0.15476190476190477,0.2011904761904762
4425,MARTIGNETTI COMPANIES,14471,De Loach Merlot Cal,6.49,11.99,750.0,577,3744.7300000000023,143.0,1428.5700000000008,998.9999771118164,15.829999908804893,144929.24,-2316.1600000000017,-162.13136213136215,0.24783362218370883,0.38148811796845167
9165,ULTRA BEVERAGE COMPANY LLP,13602,Frescobaldi Mormoreto Cab Sv,29.72,65.99,750.0,126,3744.7200000000007,11.0,725.89,329.94998931884766,1.2300000041723251,68054.70000000003,-3018.830000000001,-415.8798165011229,0.0873015873015873,0.19384359845328886
9552,M S WALKER INC,42167,Tempranillo Vente Mazzaron,8.6,14.99,750.0,435,3740.9999999999977,106.0,1588.9400000000007,1184.209981918335,11.739999949932098,55551.819999999985,-2152.0599999999968,-135.4399788538268,0.24367816091954023,0.424736701416734
9552,M S WALKER INC,22008,Schmitt Sohne Kabinett Mchls,8.78,12.99,750.0,426,3740.28,116.0,1506.8400000000006,896.3099842071533,12.890000000596046,55551.819999999985,-2233.4399999999996,-148.22011626980958,0.27230046948356806,0.4028682344637301
17037,Dunn Wine Brokers,22813,Angels Landing Cab Svgn,12.98,19.99,750.0,288,3738.2400000000016,67.0,1339.3300000000004,899.5499897003174,7.419999971985817,358.03000000000003,-2398.910000000001,-179.1126906736951,0.2326388888888889,0.35827822718712543
2000,SOUTHERN WINE & SPIRITS NE,23534,Zenato Alanera Rosso Verones,10.38,19.99,750.0,360,3736.799999999999,102.0,1834.9800000000007,1079.3999862670898,11.370000004768372,19016.59,-1901.8199999999981,-103.64254651276839,0.2833333333333333,0.4910565189466927
9165,ULTRA BEVERAGE COMPANY LLP,23386,Dom Roux Bourgogne Pnt Nr,12.58,19.99,750.0,297,3736.2600000000007,86.0,1719.1400000000006,1299.3499851226807,9.509999975562096,68054.70000000003,-2017.1200000000001,-117.33308514722474,0.2895622895622896,0.4601232248291072
12546,JIM BEAM BRANDS COMPANY,3404,Skinnygirl Vodka,13.33,19.99,750.0,280,3732.4,20.0,289.80000000000007,173.87999725341797,15.760000228881836,123880.96999999999,-3442.6,-1187.9227053140094,0.07142857142857142,0.07764441110277572
10754,PERFECTA WINES,3145,Smoked Salmon Alaska Vodka,29.62,39.99,750.0,126,3732.119999999999,29.0,1159.71,999.7500419616699,22.870000660419464,28720.52,-2572.409999999999,-221.8149364927438,0.23015873015873015,0.31073759686183733
90047,CRUSH WINES,10863,Sea Smoke Southing Pnt Nr,43.33,64.99,750.0,86,3726.38,40.0,2599.599999999999,1689.7399444580078,4.429999977350235,1457.7299999999998,-1126.780000000001,-43.3443606708725,0.46511627906976744,0.6976207472131127
4425,MARTIGNETTI COMPANIES,14974,Mantane Primitivo Puglio,8.9,12.99,750.0,418,3720.2000000000016,110.0,1648.9000000000003,764.4899883270264,12.279999926686287,144929.24,-2071.300000000001,-125.61707805203473,0.2631578947368421,0.4432288586635126
9552,M S WALKER INC,27750,Wind Gap 14 Pinot Noir Sonom,22.14,32.99,750.0,168,3719.52,13.0,428.87,164.95000839233398,1.4600000083446503,55551.819999999985,-3290.65,-767.2837922913703,0.07738095238095238,0.11530251215210564
10754,PERFECTA WINES,16553,Zestos Garnacha,6.7,9.99,750.0,555,3718.5000000000023,77.0,846.2300000000004,582.4699878692627,8.529999986290932,28720.52,-2872.270000000002,-339.41954315020746,0.13873873873873874,0.22757294608040873
4425,MARTIGNETTI COMPANIES,25886,Storybook Mt Znfdl Mayacamas,24.13,34.99,750.0,154,3716.02,34.0,1189.66,874.7500419616699,3.769999995827675,144929.24,-2526.3599999999997,-212.35983390212328,0.22077922077922077,0.32014359449088003
9165,ULTRA BEVERAGE COMPANY LLP,16961,CastelGiocondo 10 Brun Montl,38.7,65.99,750.0,96,3715.1999999999994,10.0,659.9,197.9699935913086,1.1200000196695328,68054.70000000003,-3055.2999999999993,-462.99439308986206,0.10416666666666667,0.1776216623600345
12546,JIM BEAM BRANDS COMPANY,254,DeKuyper Root Beer Schnapps,8.79,10.99,1000.0,422,3709.3799999999983,92.0,1011.0800000000005,868.209981918335,96.59999585151672,123880.96999999999,-2698.299999999998,-266.8730466431931,0.21800947867298578,0.2725738533124136
9165,ULTRA BEVERAGE COMPANY LLP,22599,Antica Fratta Franciacorta B,18.91,29.99,750.0,196,3706.3600000000006,170.0,2633.299999999999,1146.2599830627441,18.980000019073486,68054.70000000003,-1073.0600000000018,-40.74962974214872,0.8673469387755102,0.7104814427092885
1703,ALISA CARR BEVERAGES,90010,Ch Smith Haut Lafitte 12,61.74,91.99,750.0,60,3704.4,28.0,2575.7199999999993,1195.869972229004,3.120000049471855,172.00000000000003,-1128.6800000000007,-43.81998043265576,0.4666666666666667,0.6953136810279665
4425,MARTIGNETTI COMPANIES,18095,Layer Cake Garnacha,10.38,15.99,750.0,356,3695.279999999999,68.0,1089.3200000000004,849.4699878692627,7.489999949932098,144929.24,-2605.959999999998,-239.2281423273232,0.19101123595505617,0.29478686324175724
9165,ULTRA BEVERAGE COMPANY LLP,16781,Mica Cab Svgn,44.51,65.99,750.0,83,3694.330000000001,15.0,1049.85,629.9099807739258,1.6599999815225601,68054.70000000003,-2644.480000000001,-251.8912225556033,0.18072289156626506,0.2841787279425497
8352,LUXCO INC,3793,Pearl Vodka PET,11.8,17.99,1750.0,313,3693.4000000000005,6.0,77.94,12.989999771118164,11.020000457763672,10261.599999999997,-3615.4600000000005,-4638.773415447781,0.019169329073482427,0.021102507174960736
2000,SOUTHERN WINE & SPIRITS NE,24121,Willamette Vly Dijon Chard,14.09,20.99,750.0,262,3691.579999999999,72.0,1511.2800000000004,1196.4299869537354,7.949999928474426,19016.59,-2180.2999999999984,-144.26843470435642,0.2748091603053435,0.40938568309504353
516,BANFI PRODUCTS CORP,17063,Ch Tanunda Gr Barossa Cab Sv,10.66,15.99,750.0,346,3688.3600000000015,53.0,892.4700000000003,606.6399917602539,5.869999945163727,8510.410000000002,-2795.8900000000012,-313.275516263852,0.1531791907514451,0.24196933054257175
9165,ULTRA BEVERAGE COMPANY LLP,10733,A Bichot Macon-Villages,8.16,12.99,750.0,452,3688.3200000000015,85.0,1076.1500000000003,674.4699878692627,9.419999971985817,68054.70000000003,-2612.170000000001,-242.73289039632022,0.18805309734513273,0.2917724058650008
9552,M S WALKER INC,26814,Simonnet-Febvre 14 Chablis,10.96,16.99,750.0,336,3682.56,43.0,730.5700000000002,492.70999336242676,4.769999980926514,55551.819999999985,-2951.99,-404.0666876548447,0.12797619047619047,0.19838644855752524
653,STATE WINE & SPIRITS,16757,Cardamaro Vino Amaro,11.76,17.99,750.0,313,3680.879999999999,86.0,1805.1400000000006,1154.449987411499,9.549999952316284,8014.98,-1875.7399999999986,-103.91105399027212,0.2747603833865815,0.4904099019799616
1392,CONSTELLATION BRANDS INC,14704,Rex Goliath Free Range Red,3.94,7.99,750.0,934,3679.960000000005,234.0,1441.6600000000017,958.4499645233154,25.88999991118908,79528.99,-2238.3000000000034,-155.25852142668873,0.2505353319057816,0.39175969304014163
